Company/Brand,Stage,Amount($),HeadQuarter,What_it_does,Sector,Funding_Year,Founded,Founders,Investor,Startup_Age
Fingpay,Series A,3500000.0,Mumbai,Provides payment solutions,Finance,2020,2016.0,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,4.0
Recko,Series A,6000000.0,Bangalore,The platform enables AI-powered reconciliation of digital transactions,Technology,2020,2017.0,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,3.0
Furlenco,Unknown,10000000.0,Bangalore,Furniture rental startup,E-commerce,2020,2012.0,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",8.0
Mera Cashier,Unknown,150000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,Finance,2020,2019.0,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",1.0
Kitchens Centre,Seed,500000.0,Delhi,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,Finance,2020,2019.0,Lakshay Jain,AngelList India,1.0
Camp K12,Seed,4000000.0,Gurugram,It connects students with tutors online,Education,2020,2016.0,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",4.0
Ergos,Unknown,4598000.0,Bangalore,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,Agriculture,2020,2016.0,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4.0
Nykaa,Unknown,13137000.0,Mumbai,Deals in cosmetic and wellness products,E-commerce,2020,2012.0,Falguni Nayar,Steadview capital,8.0
Samadhan,Seed,3000000.0,Delhi,They help find solutions to insurance related issues,Finance,2020,2018.0,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,2.0
SaScan,Unknown,3000000.0,Bangalore,Cancer diagnostics startup,Healthcare,2020,2016.0,Subhash Narayanan,Unicorn India ventures,4.0
Lido Learning,Unknown,3000000.0,Mumbai,Online teaching service,Education,2020,2016.0,Sahil Sheth,"Pecus Capital, Madhur Deora",4.0
Nimesa,Unknown,3000000.0,Bangalore,Cloud data managemnt solutions enterprise,Technology,2020,2018.0,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,2.0
Design X,Seed,200000.0,Noida,Builds IoT based products,Technology,2020,2016.0,Preet Arjun Singh,ThinkNext LLC,4.0
Driftly Electric,Unknown,3000000.0,Bangalore,Electric vehicle startup,Manufacturing,2020,2016.0,Sneha Roy,MG Motor India,4.0
Imstrong,Seed,400000.0,Bangalore,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,Lifestyle,2020,2019.0,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,1.0
Craftsvilla,Unknown,3900000.0,Mumbai,Online marketplace for ethnic wear,Retail,2020,2016.0,Monica Gupta. Manoj Gupta,Supera Investments,4.0
Rupifi,Angel,3000000.0,Bangalore,Offers financial products for SMEs,Finance,2020,2020.0,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",0.0
SnackAmor,Seed,3000000.0,Mumbai,It offers various healthy snacks,Food & Beverages,2020,2016.0,Deepak Grover,unknown,4.0
Zealthy,Seed,3000000.0,Bangalore,"It connects women to healthproviders for specialities like infertility, maternity etc.,",Healthcare,2020,2019.0,"Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList",1.0
CoinDCX,Series A,3000000.0,Bangalore,A cryptocurrency trading platform,Finance,2020,2016.0,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",4.0
NuNu TV,Unknown,670000.0,Bangalore,Kids-focussed Youtube channel,Media & Entertainment,2020,2016.0,unknown,Risers Accelerators,4.0
QTalk,Seed,1600000.0,Bangalore,Smart Phone Dialer,Technology,2020,2016.0,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",4.0
Shadez,Seed,100000.0,Mumbai,Paint Company,Lifestyle,2020,2018.0,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,2.0
Excess2Sell,Unknown,1000000.0,Mumbai,B2B Marketplace for Overstock & Surplus Inventory,E-commerce,2020,2016.0,Rajan Sharma,Gautham Madhavan,4.0
Stanplus,Pre-Seed,1500000.0,Hyderabad,Ambulance service,Healthcare,2020,2016.0,Prabhdeep Singh,Pegasus FinInvest,4.0
Pitstop,Series A,2500000.0,Bangalore,Doorstep car service,Manufacturing,2020,2016.0,Mihir Mohan mishra,TPG-backed Group Landmark,4.0
Univariety,Unknown,1100000.0,Hyderabad,Online marketplace that provides career counselling and college guidance,Education,2020,2015.0,Jaideep Gupta,Info Edge,5.0
Peel Works,Later Stage,3000000.0,Mumbai,E-commerce for corner/retail stores.,Technology,2020,2010.0,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,10.0
CoreStack,Series A,8500000.0,Chennai,Enterprise cloud governance technology startup,Technology,2020,2016.0,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,4.0
Agnikul,Pre-Seed,3148000.0,Chennai,"It designs, fabricates, tests and launch orbital class launch vehicles",Engineering,2020,2016.0,Srinath Ravichandran,pi Ventures,4.0
Fintso,Unknown,2600000.0,Bangalore,Wealth management platform,Finance,2020,2020.0,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",0.0
Khatabook,Unknown,3000000.0,Bangalore,It helps SMEs to maintain their accounts and ledger online.,Finance,2020,2016.0,Ravish Naresh,Mahendra Singh Dhoni,4.0
Smart Coin,Series A,7000000.0,Bangalore,Consumer lending startup,Finance,2020,2015.0,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,5.0
ZunRoof,Series A,3000000.0,Gurugram,"It specialises in solar rooftop design, installation, and management using technology",Healthcare,2020,2016.0,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments,4.0
Shop101,Series C,3900000.0,Bangalore,Enables entrepreneurs to sell online,E-commerce,2020,2015.0,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",5.0
OM Bhakti,Seed,3000000.0,Bangalore,A puja cotton-wicks manufacturing startup,Retail,2020,2016.0,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,4.0
Lal10,Unknown,1100000.0,Uttar Pradesh,It helps Indian artisans and SMEs reach out to global retailers,Services,2020,2016.0,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,4.0
Anaxee Digital Runner,Unknown,3000000.0,Indore,A tech-enabled ID verification and data collection startup,Technology,2020,2016.0,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,4.0
CollegeKhabri,Unknown,3000000.0,Bhopal,Platform is an end-to-end college and career counselling platform for students,Education,2020,2019.0,Arshi Khan,Vishal Dixit,1.0
Ola Electric,Unknown,1000000.0,Bangalore,Electric vehicle,Transportation & Logistics,2020,2016.0,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,4.0
Multi Living,Unknown,6000000.0,Mumbai,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Real Estate,2020,2016.0,Pankaj Singh,Lodha Ventures,4.0
FamPay,Seed,4700000.0,Bangalore,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",Finance,2020,2016.0,Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4.0
UnboxRobotics Labs,Seed,500000.0,Bangalore,Automated flexible parcel sorting solutions for logistics providers,Technology,2020,2016.0,Pramod Ghadge,"Arali Ventures, CIIE.CO",4.0
Karbon Card,Seed,2000000.0,Bangalore,Specialisde corporate cards for startups,Finance,2020,2016.0,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",4.0
Airmeet,Unknown,3000000.0,Bangalore,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",Media & Entertainment,2020,2016.0,"Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,4.0
Innerchef,Unknown,1000000.0,Gurgaon,Cloud kitchen platform,Food & Beverages,2020,2016.0,Rajesh,Mistletoe,4.0
Epigamia,Series C,3000000.0,Mumbai,Flavoured and greek yoghurt brand,Retail,2020,2015.0,Rohan Mirchandani,KA Enterprise,5.0
StyleNook,Unknown,3000000.0,Mumbai,Marketplace for fashionable apparel,E-commerce,2020,2016.0,Lathika Pai,"Lead Angels Network, Stanford Angels",4.0
Callido Learning,Unknown,3000000.0,Mumbai,Provides a structured educational approach to critical thinking and problem solving skills,Education,2020,2016.0,Sriram Subramanian,Education Catalyst Fund,4.0
Soxytoes,Unknown,3000000.0,Delhi,Online store to buy various types of socks including funky and colorful socks,E-commerce,2020,2016.0,"Vidushi Kajaria, Aayush Goenka",Angel network,4.0
F5,Seed,3000000.0,Delhi,Retail Aggregator,E-commerce,2020,2018.0,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,2.0
Paper Boat,Unknown,4049500.0,Bangalore,Ecommerce platform for beverages and snacks,Food & Beverages,2020,2013.0,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",7.0
Strata,Seed,1500000.0,Bangalore,Real estate investment platform,Technology,2020,2019.0,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India",1.0
Salesken,Series A,8000000.0,Bangalore,Provides sales professionals with intelligence on various aspects of the sales pitch,Technology,2020,2016.0,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,4.0
Arya,Series B,6000000.0,Noida,Provides post-harvest services across the agricultural value chain,Agriculture,2020,2016.0,Prasanna Rao,LGT Lightstone Aspada,4.0
Leap Finance,Unknown,5500000.0,Bangalore,Provides education loans to students based on the student’s future income,Finance,2020,2016.0,"Vaibhav Singh, Arnav Kumar",Sequoia India,4.0
Sleepy Owl,Unknown,3000000.0,Delhi,"It sells ready to drink cold brew coffees, brew boxes and packs.",Food & Beverages,2020,2016.0,"Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,4.0
Tricog,Series B,10500000.0,Bangalore,Provides virtual cardiology services through its AI-powered healthcare platforms,Healthcare,2020,2015.0,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",5.0
GogoBus,Unknown,3000000.0,Delhi,Inter-City Mobility Startup,Transportation & Logistics,2020,2016.0,Amit Gupta,Ixigo,4.0
Trell,Pre-Seed,4000000.0,Bangalore,Allows users to share their travel experiences,E-commerce,2020,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",4.0
Spaciya Consultants,Pre-Seed,500000.0,Noida,Real estate consultancy firms,Real Estate,2020,2016.0,Ajit Panda,Alok Garg,4.0
Bounce,Unknown,6500000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,Services,2020,2014.0,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",InnoVen Capital,6.0
Neeman,Pre-Seed,1000000.0,Bangalore,An eco-conscious footwear brand making comfortable shoes using Merino Wool,E-commerce,2020,2017.0,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,3.0
Chqbook,Series A,5000000.0,Gurugram,"Marketplace for small business owners, offering them products around lending, credit cards etc",Finance,2020,2017.0,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,3.0
Oda Class,Pre-Seed,3000000.0,Bangalore,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",Education,2020,2016.0,"Li Yong, Shushant Srivastava",Yuanfudao,4.0
goStops,Unknown,3000000.0,Delhi,A premium chain of youth hostels catering to the millennials,Hospitality,2020,2012.0,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,8.0
Flick Stree,Series A,3000000.0,Mumbai,Artificial intelligence-based video publishing network,Media & Entertainment,2020,2016.0,Saurabh Singh,Samsung Venture Investment,4.0
Qure ai,Unknown,16000000.0,Mumbai,Provides interpretations of radiology scans,Healthcare,2020,2016.0,"Prashant Warier, Pooja Rao",Sequoia India,4.0
MinionLabs,Unknown,3000000.0,Bangalore,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Technology,2020,2016.0,Gokul Shrinivas,Indian Angel Network,4.0
Josh Talks,Pre-Seed,1500000.0,Haryana,Community of young individuals providing a platform to showcase their stories,Media & Entertainment,2020,2015.0,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,5.0
PhoneParLoan,Unknown,3000000.0,Delhi,Provides easy loans,Finance,2020,2015.0,Ringaile Noq,Accelerator MOX,5.0
RailYatri,Unknown,13800000.0,Noida,A complete Indian railways app,Lifestyle,2020,2011.0,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",9.0
AjnaLens,Pre-Seed,1500000.0,Thane,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",Technology,2020,2014.0,"Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",6.0
Pepper,Seed,306900.0,Mumbai,End to end content creation platform,E-commerce,2020,2017.0,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",3.0
Invideo,Unknown,2500000.0,Bangalore,Video production and editing platform,Media & Entertainment,2020,2016.0,Sanket Shah,Sequoia Capital’s Surge,4.0
AvalonMeta,Unknown,420000.0,Bangalore,It combines higher education and competitive gaming,Education,2020,2017.0,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,3.0
Near Store,Seed,300000.0,Mumbai,Enables a shop to create an online presence,E-commerce,2020,2016.0,unknown,Sauce.vc,4.0
ElecTorq,Unknown,3000000.0,Delhi,Electric vehicle startup,Manufacturing,2020,2016.0,Anubhav Sharma,AdvantEdge,4.0
Prayaan Capital,Seed,1200000.0,Chennai,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",Finance,2020,2016.0,"Madhan Mohan , Akash Chelvam",Accion Venture Lab,4.0
Sanfe,Pre-Seed,1100000.0,Delhi,Women health care and wellness product,Healthcare,2020,2016.0,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",4.0
Go Desi,Seed,627300.0,Delhi,Provides traditional delicacies,Food & Beverages,2020,2018.0,Vinay Kothari,Rukam Capital,2.0
Zvesta,Unknown,5500000.0,Gurugram,An online platform where users can search and buy properties listed by developers and brokers,Technology,2020,2015.0,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5.0
Dunzo,Unknown,11000000.0,Bangalore,India-based hyperlocal delivery startup,Transportation & Logistics,2020,2014.0,Kabeer Biswas,Alteria Capital,6.0
Digit Insurance,Unknown,340000.0,Bangalore,General Insurance Company,Finance,2020,2016.0,Kamesh Goyal,"Virat Kohli, Anushka Sharma",4.0
Yolo,Seed,600000.0,Gurugram,Intercity transportation,Transportation & Logistics,2020,2019.0,"Shailesh Gupta, Mukul Shah, Danish Chopra",unknown,1.0
SmartVizX,Pre-Seed,1397000.0,Bangalore,It developed India’s first VR-based design communication and collaboration product Trezi,Technology,2020,2015.0,"Tithi Tewari, Gautam Tewari",Rockstud Capital,5.0
MaxWholesale,Series A,3000000.0,Delhi,B2B ecommerce platform for kirana stores,E-commerce,2020,2016.0,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",4.0
Carbon Clean,Unknown,16000000.0,Bangalore,Develops affordable carbon capture technology,Healthcare,2020,2009.0,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",11.0
Genius Corner,Unknown,250000.0,Noida,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,Education,2020,2014.0,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",6.0
PlanetSpark,Unknown,448500.0,Gurugram,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,Education,2020,2016.0,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",4.0
CamCom,Unknown,3000000.0,Bangalore,AI automation platform for enterprise quality control,Technology,2020,2017.0,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",3.0
Simsim,Series B,8000000.0,Bangalore,It enables community opinion influencers to sell products to thousands of micro-communities in India,E-commerce,2020,2016.0,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",4.0
Shuttl,Series C,7975700.0,Delhi,App based bus aggregator serice,Transportation & Logistics,2020,2015.0,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,5.0
HooLiv,Unknown,3000000.0,Delhi,Student Co-living startup,Hospitality,2020,2016.0,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,4.0
ClassMonitor,Unknown,3000000.0,Indore,The learning platform that blends curriculum-based activities for children,Education,2020,2016.0,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,4.0
Friyey,Unknown,3000000.0,Pune,Co working space startup,Real Estate,2020,2016.0,Yogesh Thore,Tarun Bhalla,4.0
Oga,Unknown,330000.0,Bangalore,Provides interactive fitness experience to people across the world,Lifestyle,2020,2016.0,Ashish Rawat,Inflection Point Ventures,4.0
Big Basket,Unknown,3500000.0,Bangalore,Online grocery store,E-commerce,2020,2016.0,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital,4.0
CYFIRMA,Series A,3000000.0,Bangalore,Offer cybersecurity services,Technology,2020,2016.0,Ritesh Kumar,Z3 Partners,4.0
Innoviti,Unknown,5000000.0,Bangalore,Digital payments solutions company,Finance,2020,2016.0,Rajeev Agrawal,FMO,4.0
Paytm money,Unknown,5600000.0,Bangalore,Wealth Management,Finance,2020,2010.0,Vijay Shekhar Sharma,One97 Communications,10.0
Yap,Unknown,1402000.0,Chennai,Banking and payment products-focused API platform,Finance,2020,2016.0,"Madhusudanan R, Muthukumar and Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",4.0
Clover,Series A,5500000.0,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,Agriculture,2020,2016.0,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",4.0
CodingNinjas,Series A,5200000.0,Delhi,Online learning platform,Education,2020,2016.0,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,4.0
Furlenco,Series C,2200000.0,Bangalore,Furniture rental startup,E-commerce,2020,2011.0,Ajith Mohan Karimpana,Chowdry Associates,9.0
Brick&Bolt,Pre-Seed,1500000.0,Bangalore,Operates in the residential construction space,Finance,2020,2018.0,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,2.0
HempStreet,Pre-Seed,1000000.0,Bangalore,Manufacturer of ayurvedic medicines based on cannabis,Healthcare,2020,2019.0,Abhishek Mohan,Pharmacon Holdings,1.0
Classplus,Pre-Seed,2500000.0,Bangalore,It allows coaching centres to take their brick-and-mortar setup online,Education,2020,2018.0,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",2.0
PetPooja,Unknown,2000000.0,Ahmedabad,Restaurant management software provider,Technology,2020,2011.0,Apurv Patel,Udaan,9.0
Altor,Unknown,3000000.0,Bangalore,Makes helmets that are IoT and AI enabled,Technology,2020,2016.0,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,4.0
WorkIndia,Unknown,6000000.0,Bangalore,An online and mobile-based platform that connects companies with blue collar employees.,Human Resources,2020,2016.0,Kunal Patil,Xiaomi,4.0
Qyuki,Unknown,3500000.0,Mumbai,Multi-channel broadcast network,Media & Entertainment,2020,2016.0,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,4.0
Picxy,Unknown,250000.0,Hyderabad,Stock photo industry,Media & Entertainment,2020,2016.0,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",4.0
Krimanshi,Unknown,20000.0,Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Agriculture,2020,2016.0,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,4.0
NEETprep,Unknown,3000000.0,Delhi,Provides crash course for NEET preparation,Education,2020,2016.0,Kapil Gupta,IndiaQuotient,4.0
Dot Pvt. Ltd,Seed,8000000.0,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,Finance,2020,2016.0,Shailaz Nag,"PayU, Fosun RZ Capital",4.0
Kuku FM,Series A,5500000.0,Mumbai,A podcast platform,Media & Entertainment,2020,2016.0,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,4.0
SuperMoney,Pre-Seed,1000000.0,Mumbai,Provides financial tools for effective business making,Finance,2020,2018.0,Nikhil Banerjee,Unitus Ventures.,2.0
Rebel Foods,Unknown,4900000.0,Bangalore,It runs internet kitchen,Food & Beverages,2020,2016.0,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4.0
AlphaVector,Unknown,3000000.0,Bangalore,It sells modern age bicycles named FROG,Technology,2020,2015.0,Sachin Chopra,"Avaana Capital, Titan Capital",5.0
Fox Capital,Unknown,2500000.0,Jaipur,Digital lending startup,Finance,2020,2019.0,Rakesh Sharma,Institutional Investors,1.0
Tribe Theory,Unknown,3500000.0,Bangalore,An entrepreneur-focused hostel chain present in multiple locations across the world.,Hospitality,2020,2016.0,Katie Russel and Daniel Wiegand,Tim Draper,4.0
Fleetx,Series A,1402400.0,Bangalore,Fleet management and predictive analytics platform,Technology,2020,2016.0,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,4.0
Embibe,Unknown,12618300.0,Mumbai,It provides AI-based data analytics to personalise learning outcomes,Education,2020,2016.0,Aditi Avasthi,Reliance Industries Limited (RIL),4.0
Entri,Seed,1400000.0,Kochi,It is a app that provides different types of learning content in local languages,Education,2020,2017.0,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,3.0
Oye! Rickshaw,Series A,10000000.0,Bangalore,App-based electric rickshaw hailing service,Transportation & Logistics,2020,2016.0,Akash Deep,Chiratae Ventures,4.0
Seal Professional,Pre-Seed,3000000.0,Bangalore,Trains students in managemnt and leadership skills and also helps in placement,Education,2020,2012.0,unknown,Equanimity Ventures,8.0
Sprinng Foods,Unknown,3000000.0,Mumbai,Provides Gluten-free food,Food & Beverages,2020,2016.0,Tarun Khanna,"Mistletoe, Info Edge Asia",4.0
1MG,Unknown,9900000.0,Gurugram,Online pharmacy,Healthcare,2020,2015.0,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,5.0
Aagey,Unknown,3000000.0,Bangalore,Provides financial assistance to MSMEs,Finance,2020,2016.0,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",4.0
Doubtnut,Series A,15000000.0,Gurugram,Multi-lingual digital solutions platform for students,Education,2020,2017.0,"Tanushri Nagori, Aditya Shankar",Tencent,3.0
AdonMo,Unknown,3000000.0,Bangalore,It is an online and outdoor advertising company,Services,2020,2017.0,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3.0
RACEnergy,Seed,3000000.0,Bangalore,It builds electric vehicles and supporting infrastructure,Transportation & Logistics,2020,2018.0,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",2.0
Kisan Network,Seed,3000000.0,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,Agriculture,2020,2015.0,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,5.0
Yolo,Seed,600000.0,Gurugram,Intercity transportation startup,Transportation & Logistics,2020,2019.0,"Shailesh Gupta, Mukul Shah, Danish Chopra",unknown,1.0
Unotech,Unknown,2000000.0,Mumbai,It develops fully-customisable open source software,Technology,2020,2011.0,Vikash Jha,Manish Choksi,9.0
Zetwerk,Unknown,2200000.0,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,Retail,2020,2018.0,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2.0
CureSkin,Unknown,500000.0,Bangalore,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,Healthcare,2020,2017.0,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,3.0
WizKlub,Seed,982530.0,Bangalore,Helps students solve problems at complex level,Education,2020,2018.0,Amit Bansal,Incubate Fund India,2.0
Uniplatform Tech,Unknown,3000000.0,Delhi,Runs real estate SaaS platform MultiplyMyLeads.com.,Technology,2020,2015.0,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",5.0
INdwealth,Series C,12000000.0,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,Finance,2020,2016.0,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",4.0
GetVantage,Seed,3000000.0,Mumbai,Revenue based finance provider,Finance,2020,2016.0,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",4.0
Konfinity,Unknown,3000000.0,Noida,Provides online coding courses,Education,2020,2018.0,"Navratn Singh, Kamal Pandey",Angel investors,2.0
Pine Labs,Unknown,3000000.0,Noida,Retail payment and hardware company,Finance,2020,2016.0,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,4.0
Instoried,Unknown,3000000.0,Delhi,Augmented writing platform which improves customer interest and engagement.,Technology,2020,2016.0,Sharmin Ali,"SOSV, Chinaccelerator",4.0
Nupay,Unknown,3000000.0,Haryana,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",Finance,2020,2016.0,"Neeraj Singh, Alok Arora",Venture Catalysts,4.0
Samosa Singh,Series A,2700000.0,Bangalore,Offers hygienic Indian Snacks,Food & Beverages,2020,2016.0,"Shikhar Veer Singh, Nidhi Singh",She Capital,4.0
Crysta,Pre-Series,1403400.0,Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,Healthcare,2020,2018.0,unknown,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",2.0
Eupheus Learning,Series A,4300000.0,New Delhi,"Provides technology-led, subscription-based learning solutions to schools",Education,2020,2017.0,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,3.0
Park+,Unknown,11000000.0,Bangalore,It is engaged in bringing digitization in parking,Technology,2020,2016.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",4.0
Goodmylk,Seed,400000.0,Bangalore,Provides Vegan dairy products,Agriculture,2020,2017.0,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",3.0
SmartKarrot,Unknown,1000000.0,Bangalore,It tracks customers’ real-time digital behaviour,Technology,2020,2019.0,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1.0
Tea Trunk,Unknown,220000.0,Goa,Global premium tea brand,Food & Beverages,2020,2013.0,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors,7.0
Mera Cashier,Seed,250000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,Finance,2020,2019.0,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",1.0
